seq,fid,cam,tid,layer,want,actual,actual_outcome,E1_choice,E1_outcome,E1_want_score,E2_choice,E2_outcome,E2_want_score,E3_choice,E3_outcome,E3_want_score
seq_020,13245,camera_6,132,L3_not_top1,246,,開新,,開新,,,開新,-3.74,,開新,-2.547
seq_020,13270,camera_6,133,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_020,13280,camera_4,114,L3_not_top1,213,,開新,247,錯,,,開新,-2.441,247,錯,-1.247
seq_020,13325,camera_4,115,L3_not_top1,213,247,錯,247,錯,,247,錯,-2.607,247,錯,-1.413
seq_020,13375,camera_6,134,L2_not_in_candidates,250,,開新,,開新,,256,錯,,256,錯,
seq_020,13390,camera_6,135,L1_ghost,,,開新,,開新,,,開新,,256,錯,
seq_020,13400,camera_6,136,L2_not_in_candidates,258,,開新,,開新,,,開新,,256,錯,
seq_020,13420,camera_6,137,L1_ghost,,,開新,,開新,,260,錯,,260,錯,
seq_020,13455,camera_6,138,L2_not_in_candidates,249,,開新,,開新,,260,錯,,260,錯,
seq_020,13475,camera_4,116,L1_ghost,,247,錯,,開新,,,開新,,213,錯,
seq_020,13475,camera_7,86,L2_not_in_candidates,253,,開新,,開新,,,開新,-1.26,250,錯,-0.066
seq_020,13490,camera_4,117,L1_ghost,,247,錯,,開新,,247,錯,,247,錯,
seq_020,13490,camera_4,118,L1_ghost,,247,錯,,開新,,247,錯,,247,錯,
seq_020,13495,camera_6,139,L2_not_in_candidates,263,,開新,,開新,,261,錯,,261,錯,
seq_020,13520,camera_6,140,L3_not_top1,235,,開新,,開新,,259,錯,-5.103,259,錯,-3.909
seq_020,13540,camera_4,119,OK,247,247,對,247,對,3.614,247,對,2.718,247,對,3.912
seq_020,13570,camera_5,250,L3_not_top1,255,247,錯,247,錯,,247,錯,,247,錯,
seq_020,13575,camera_5,251,L3_not_top1,260,247,錯,247,錯,,247,錯,-2.503,247,錯,-1.309
seq_020,13590,camera_5,252,OK,247,247,對,247,對,3.614,247,對,3.404,247,對,4.598
seq_020,13620,camera_5,253,L3_not_top1,262,247,錯,247,錯,,247,錯,-2.642,247,錯,-1.448
seq_020,13630,camera_2,113,OK,247,247,對,247,對,3.614,247,對,2.42,247,對,3.614
seq_020,13650,camera_1,83,L2_not_in_candidates,247,,開新,,開新,,,開新,-2.416,,開新,-1.222
seq_020,13650,camera_5,254,L3_not_top1,264,247,錯,247,錯,,247,錯,-2.642,247,錯,-1.448
seq_020,13655,camera_5,255,L3_not_top1,265,247,錯,247,錯,,247,錯,-2.642,247,錯,-1.448
seq_020,13660,camera_3,154,L2_not_in_candidates,266,247,錯,247,錯,,247,錯,,247,錯,
seq_020,13670,camera_2,114,OK,247,247,對,247,對,3.391,247,對,2.197,247,對,3.391
seq_020,13670,camera_4,120,OK,247,247,對,247,對,4.307,247,對,3.113,247,對,4.307
seq_020,13700,camera_2,115,OK,247,247,對,247,對,3.391,247,對,4.044,247,對,5.237
seq_020,13705,camera_5,256,L1_ghost,,247,錯,,開新,,247,錯,,247,錯,
seq_020,13715,camera_4,121,OK,247,247,對,247,對,3.901,247,對,2.708,247,對,3.901
seq_020,13715,camera_4,122,L1_ghost,,247,錯,,開新,,,開新,,,開新,
seq_020,13720,camera_2,116,OK,247,247,對,247,對,3.391,247,對,3.341,247,對,4.535
seq_020,13720,camera_5,257,L1_ghost,,265,錯,,開新,,247,錯,,247,錯,
seq_020,13735,camera_1,84,L2_not_in_candidates,247,,開新,,開新,,,開新,-2.418,266,錯,-1.224
seq_020,13750,camera_1,85,L2_not_in_candidates,247,,開新,,開新,,266,錯,-2.416,266,錯,-1.222
seq_020,13750,camera_3,155,L2_not_in_candidates,268,247,錯,247,錯,,247,錯,,247,錯,
seq_020,13765,camera_3,156,L2_not_in_candidates,267,247,錯,247,錯,,247,錯,,247,錯,
seq_020,13790,camera_3,157,OK,247,247,對,247,對,3.614,247,對,2.42,247,對,3.614
seq_020,13795,camera_3,158,L3_not_top1,254,247,錯,247,錯,,247,錯,,247,錯,
seq_020,13845,camera_2,117,L3_not_top1,247,265,錯,265,錯,,247,對,3.702,247,對,4.896
seq_020,13855,camera_1,86,L2_not_in_candidates,247,,開新,,開新,,,開新,-2.441,,開新,-1.247
seq_020,13865,camera_1,87,L2_not_in_candidates,265,,開新,,開新,,,開新,-2.503,,開新,-1.309
seq_020,13880,camera_3,159,L2_not_in_candidates,269,247,錯,247,錯,,247,錯,,247,錯,
seq_024,0,camera_1,0,L0_first,,,開新,,開新,,,開新,,,開新,
seq_024,0,camera_2,0,L2_not_in_candidates,1,,開新,,開新,,,開新,,,開新,
seq_024,0,camera_2,1,L0_first,,,開新,,開新,,,開新,,,開新,
seq_024,0,camera_3,0,L3_not_top1,2,3,錯,3,錯,,3,錯,,3,錯,
seq_024,0,camera_3,1,L0_first,,3,錯,3,錯,,3,錯,,3,錯,
seq_024,0,camera_3,2,OK,3,3,對,3,對,4.307,3,對,3.113,3,對,4.307
seq_024,0,camera_7,0,L0_first,,,開新,,開新,,,開新,,,開新,
seq_024,0,camera_7,1,L0_first,,,開新,,開新,,,開新,,,開新,
seq_024,0,camera_7,2,L0_first,,,開新,,開新,,,開新,,,開新,
seq_024,15,camera_3,3,L0_first,,3,錯,3,錯,,3,錯,,3,錯,
seq_024,25,camera_2,2,OK,3,3,對,3,對,3.614,3,對,2.42,3,對,3.614
seq_024,45,camera_3,4,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_024,80,camera_3,5,L1_ghost,,3,錯,,開新,,3,錯,,3,錯,
seq_024,85,camera_3,6,L0_first,,3,錯,3,錯,,3,錯,,3,錯,
seq_024,120,camera_3,7,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_024,125,camera_1,1,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,155,camera_1,2,L2_not_in_candidates,3,,開新,,開新,,,開新,,,開新,
seq_024,165,camera_1,3,L2_not_in_candidates,3,,開新,,開新,,,開新,-2.642,,開新,-1.448
seq_024,175,camera_1,4,L2_not_in_candidates,3,,開新,,開新,,9,錯,-2.53,9,錯,-1.336
seq_024,180,camera_2,3,L2_not_in_candidates,10,3,錯,3,錯,,3,錯,,3,錯,
seq_024,215,camera_3,8,L1_ghost,,3,錯,,開新,,,開新,,3,錯,
seq_024,285,camera_7,3,L2_not_in_candidates,5,,開新,,開新,,,開新,,,開新,
seq_024,335,camera_2,4,OK,3,3,對,3,對,3.054,3,對,1.86,3,對,3.054
seq_024,340,camera_1,5,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,355,camera_3,9,L2_not_in_candidates,8,3,錯,3,錯,,3,錯,,3,錯,
seq_024,365,camera_1,6,L2_not_in_candidates,3,,開新,,開新,,,開新,-2.729,,開新,-1.535
seq_024,375,camera_6,0,L2_not_in_candidates,11,,開新,,開新,,,開新,,,開新,
seq_024,385,camera_6,1,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,410,camera_6,2,L2_not_in_candidates,4,,開新,,開新,,15,錯,,15,錯,
seq_024,420,camera_6,3,L1_ghost,,,開新,,開新,,15,錯,,15,錯,
seq_024,500,camera_2,5,OK,3,3,對,3,對,2.921,3,對,1.727,3,對,2.921
seq_024,505,camera_5,0,L3_not_top1,14,17,錯,17,錯,,17,錯,,17,錯,
seq_024,535,camera_5,1,L3_not_top1,16,17,錯,17,錯,,17,錯,-2.642,17,錯,-1.448
seq_024,555,camera_1,7,L2_not_in_candidates,17,,開新,,開新,,,開新,-2.418,8,錯,-1.224
seq_024,560,camera_2,6,L2_not_in_candidates,18,17,錯,17,錯,,17,錯,,17,錯,
seq_024,580,camera_2,7,L3_not_top1,3,17,錯,17,錯,,17,錯,-2.887,17,錯,-1.694
seq_024,595,camera_3,10,L1_ghost,,17,錯,,開新,,3,錯,,3,錯,
seq_024,620,camera_1,8,L2_not_in_candidates,17,,開新,,開新,,,開新,-2.53,,開新,-1.336
seq_024,625,camera_3,11,L2_not_in_candidates,19,17,錯,17,錯,,17,錯,,17,錯,
seq_024,630,camera_6,4,L2_not_in_candidates,6,17,錯,17,錯,,17,錯,,17,錯,
seq_024,635,camera_6,5,L1_ghost,,17,錯,,開新,,,開新,,,開新,
seq_024,645,camera_3,12,OK,17,17,對,17,對,4.307,17,對,3.283,17,對,4.477
seq_024,680,camera_3,13,OK,17,17,對,17,對,4.307,17,對,3.113,17,對,4.307
seq_024,695,camera_1,9,L2_not_in_candidates,17,,開新,,開新,,,開新,-2.416,18,錯,-1.222
seq_024,725,camera_5,2,OK,17,17,對,17,對,4.307,17,對,3.113,17,對,4.307
seq_024,770,camera_1,10,L2_not_in_candidates,17,,開新,,開新,,19,錯,-2.454,19,錯,-1.26
seq_024,770,camera_2,8,OK,17,17,對,17,對,5.0,17,對,3.806,17,對,5.0
seq_024,815,camera_2,9,L1_ghost,,17,錯,,開新,,,開新,,,開新,
seq_024,820,camera_3,14,OK,17,17,對,17,對,5.0,17,對,3.806,17,對,5.0
seq_024,845,camera_3,15,L3_not_top1,3,17,錯,17,錯,,3,對,3.872,3,對,5.066
seq_024,855,camera_1,11,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,860,camera_2,10,L1_ghost,,17,錯,,開新,,,開新,,17,錯,
seq_024,895,camera_2,11,L2_not_in_candidates,21,17,錯,17,錯,,17,錯,,17,錯,
seq_024,930,camera_1,12,L1_ghost,,,開新,,開新,,12,錯,,12,錯,
seq_024,930,camera_3,16,L4_below_threshold,17,,開新,17,對,2.803,3,錯,1.609,3,錯,2.803
seq_024,965,camera_1,13,L1_ghost,,,開新,,開新,,12,錯,,12,錯,
seq_024,1100,camera_3,17,L1_ghost,,17,錯,,開新,,,開新,,3,錯,
seq_024,1145,camera_2,12,L3_not_top1,3,,開新,24,錯,,,開新,-1.963,24,錯,-0.769
seq_024,1185,camera_1,14,L4_below_threshold,13,,開新,,開新,-1.04,,開新,-2.234,,開新,-1.04
seq_024,1215,camera_1,15,L2_not_in_candidates,17,,開新,,開新,,,開新,-2.86,,開新,-1.667
seq_024,1245,camera_3,18,L2_not_in_candidates,28,26,錯,26,錯,,26,錯,,26,錯,
seq_024,1250,camera_1,16,L1_ghost,,,開新,,開新,,21,錯,,21,錯,
seq_024,1470,camera_1,17,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,1535,camera_3,19,L1_ghost,,26,錯,,開新,,,開新,,,開新,
seq_024,1540,camera_3,20,OK,26,26,對,26,對,3.208,26,對,2.014,26,對,3.208
seq_024,1575,camera_1,18,L2_not_in_candidates,20,,開新,,開新,,22,錯,,22,錯,
seq_024,1635,camera_3,21,OK,26,26,對,26,對,3.208,26,對,2.604,26,對,3.798
seq_024,1690,camera_1,19,L2_not_in_candidates,26,,開新,,開新,,,開新,-2.492,30,錯,-1.298
seq_024,1690,camera_3,22,L2_not_in_candidates,27,17,錯,17,錯,,17,錯,,17,錯,
seq_024,1705,camera_1,20,L2_not_in_candidates,17,,開新,,開新,,23,錯,-5.319,23,錯,-4.125
seq_024,1785,camera_3,23,L1_ghost,,17,錯,,開新,,,開新,,,開新,
seq_024,2110,camera_1,21,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,2120,camera_1,22,L2_not_in_candidates,17,,開新,,開新,,,開新,-6.872,,開新,-5.678
seq_024,2135,camera_3,24,L2_not_in_candidates,35,17,錯,17,錯,,17,錯,,17,錯,
seq_024,2165,camera_3,25,L1_ghost,,17,錯,,開新,,17,錯,,17,錯,
seq_024,2215,camera_2,13,L2_not_in_candidates,32,,開新,26,錯,,,開新,,26,錯,
seq_024,2250,camera_1,23,L1_ghost,,,開新,,開新,,,開新,,32,錯,
seq_024,2285,camera_1,24,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,2290,camera_3,26,L1_ghost,,36,錯,,開新,,17,錯,,17,錯,
seq_024,2300,camera_1,25,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,2475,camera_3,27,OK,17,17,對,17,對,3.391,17,對,2.197,17,對,3.391
seq_024,2865,camera_1,26,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,2895,camera_2,14,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,3035,camera_2,15,L3_not_top1,26,,開新,36,錯,,,開新,-2.413,36,錯,-1.219
seq_024,3070,camera_1,27,L1_ghost,,,開新,,開新,,38,錯,,38,錯,
seq_024,3110,camera_3,28,L1_ghost,,42,錯,,開新,,,開新,,,開新,
seq_024,3225,camera_3,29,L2_not_in_candidates,36,42,錯,42,錯,,42,錯,-6.425,42,錯,-5.231
seq_024,3340,camera_2,16,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,3430,camera_1,28,L2_not_in_candidates,42,,開新,,開新,,,開新,,32,錯,
seq_024,3440,camera_3,30,L1_ghost,,44,錯,,開新,,,開新,,,開新,
seq_024,3620,camera_1,29,L2_not_in_candidates,31,,開新,,開新,,27,錯,,27,錯,
seq_024,3640,camera_3,31,L2_not_in_candidates,46,44,錯,44,錯,,44,錯,,44,錯,
seq_024,4100,camera_1,30,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,4120,camera_1,31,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,4220,camera_3,32,L1_ghost,,44,錯,,開新,,,開新,,,開新,
seq_024,4460,camera_2,17,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,4495,camera_3,33,L1_ghost,,49,錯,,開新,,,開新,,17,錯,
seq_024,4500,camera_3,34,L1_ghost,,49,錯,,開新,,,開新,,17,錯,
seq_024,4540,camera_1,32,L1_ghost,,,開新,,開新,,45,錯,,45,錯,
seq_024,4545,camera_3,35,L2_not_in_candidates,45,49,錯,49,錯,,49,錯,,49,錯,
seq_024,4570,camera_1,33,L1_ghost,,,開新,,開新,,46,錯,,46,錯,
seq_024,4580,camera_3,36,L1_ghost,,49,錯,,開新,,,開新,,49,錯,
seq_024,4700,camera_3,37,L3_not_top1,17,49,錯,49,錯,,49,錯,-2.903,49,錯,-1.709
seq_024,4760,camera_1,34,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,5025,camera_1,35,L2_not_in_candidates,9,,開新,,開新,,,開新,,,開新,
seq_024,5140,camera_1,36,L2_not_in_candidates,49,,開新,,開新,,51,錯,-3.163,51,錯,-1.969
seq_024,5145,camera_2,18,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,5220,camera_2,19,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,5235,camera_1,37,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,5255,camera_1,38,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,5365,camera_1,39,L1_ghost,,,開新,,開新,,,開新,,31,錯,
seq_024,5520,camera_1,40,L1_ghost,,,開新,,開新,,58,錯,,58,錯,
seq_024,5655,camera_2,20,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,5810,camera_1,41,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,5840,camera_1,42,L1_ghost,,,開新,,開新,,,開新,,48,錯,
seq_024,5940,camera_3,38,L1_ghost,,61,錯,,開新,,,開新,,,開新,
seq_024,5955,camera_1,43,L1_ghost,,,開新,,開新,,,開新,,63,錯,
seq_024,6090,camera_3,39,L1_ghost,,61,錯,,開新,,,開新,,,開新,
seq_024,6150,camera_1,44,L2_not_in_candidates,54,,開新,,開新,,54,對,3.731,54,對,4.925
seq_024,6185,camera_1,45,L1_ghost,,,開新,,開新,,,開新,,50,錯,
seq_024,6205,camera_1,46,L2_not_in_candidates,65,,開新,,開新,,65,對,3.052,65,對,4.246
seq_024,6360,camera_1,47,L2_not_in_candidates,44,,開新,,開新,,54,錯,-9.37,54,錯,-8.177
seq_024,6440,camera_1,48,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,6500,camera_3,40,L1_ghost,,61,錯,,開新,,,開新,,,開新,
seq_024,6665,camera_1,49,L1_ghost,,,開新,,開新,,69,錯,,69,錯,
seq_024,6785,camera_1,50,L1_ghost,,,開新,,開新,,,開新,,53,錯,
seq_024,6820,camera_3,41,L1_ghost,,61,錯,,開新,,,開新,,,開新,
seq_024,6835,camera_2,21,L2_not_in_candidates,42,,開新,61,錯,,,開新,,61,錯,
seq_024,6845,camera_1,51,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,6910,camera_3,42,L1_ghost,,72,錯,,開新,,61,錯,,61,錯,
seq_024,6960,camera_1,52,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,7020,camera_1,53,L2_not_in_candidates,68,,開新,,開新,,,開新,,,開新,
seq_024,7025,camera_2,22,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,7120,camera_1,54,L1_ghost,,,開新,,開新,,,開新,,64,錯,
seq_024,7140,camera_1,55,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,7165,camera_1,56,L2_not_in_candidates,75,,開新,,開新,,75,對,4.192,75,對,5.385
seq_024,7230,camera_3,43,L1_ghost,,76,錯,,開新,,,開新,,,開新,
seq_024,7280,camera_1,57,L1_ghost,,,開新,,開新,,73,錯,,73,錯,
seq_024,7290,camera_1,58,L1_ghost,,,開新,,開新,,79,錯,,79,錯,
seq_024,7315,camera_2,23,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,7350,camera_1,59,L1_ghost,,,開新,,開新,,80,錯,,80,錯,
seq_024,7385,camera_1,60,L1_ghost,,,開新,,開新,,80,錯,,80,錯,
seq_024,7395,camera_1,61,L2_not_in_candidates,53,,開新,,開新,,79,錯,,79,錯,
seq_024,7395,camera_3,44,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,7460,camera_1,62,L1_ghost,,,開新,,開新,,83,錯,,83,錯,
seq_024,7560,camera_1,63,L1_ghost,,,開新,,開新,,,開新,,79,錯,
seq_024,7560,camera_1,64,L1_ghost,,,開新,,開新,,81,錯,,81,錯,
seq_024,7585,camera_1,65,L2_not_in_candidates,49,,開新,,開新,,,開新,-8.455,81,錯,-7.262
seq_024,7615,camera_3,45,L2_not_in_candidates,79,,開新,82,錯,,,開新,-2.422,82,錯,-1.228
seq_024,7645,camera_1,66,L3_not_top1,85,,開新,,開新,,,開新,-1.315,,開新,-0.121
seq_024,7670,camera_1,67,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,7670,camera_2,24,L1_ghost,,,開新,,開新,,42,錯,,42,錯,
seq_024,7670,camera_3,46,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,7695,camera_1,68,L1_ghost,,,開新,,開新,,50,錯,,50,錯,
seq_024,7705,camera_1,69,L1_ghost,,,開新,,開新,,50,錯,,50,錯,
seq_024,7720,camera_1,70,L1_ghost,,,開新,,開新,,96,錯,,96,錯,
seq_024,7865,camera_2,25,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,7865,camera_3,47,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,7885,camera_1,71,L2_not_in_candidates,91,,開新,,開新,,,開新,,,開新,
seq_024,7915,camera_1,72,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,7925,camera_1,73,L2_not_in_candidates,101,,開新,,開新,,,開新,,,開新,
seq_024,7955,camera_1,74,L1_ghost,,,開新,,開新,,96,錯,,96,錯,
seq_024,7995,camera_3,48,L3_not_top1,17,,開新,99,錯,,,開新,,99,錯,
seq_024,8030,camera_1,75,L2_not_in_candidates,33,,開新,,開新,,102,錯,,102,錯,
seq_024,8030,camera_1,76,L1_ghost,,,開新,,開新,,102,錯,,102,錯,
seq_024,8065,camera_3,49,L2_not_in_candidates,90,82,錯,82,錯,,82,錯,,82,錯,
seq_024,8365,camera_3,50,L3_not_top1,67,82,錯,82,錯,,82,錯,-8.297,82,錯,-7.103
seq_024,8395,camera_3,51,L2_not_in_candidates,103,82,錯,82,錯,,82,錯,,82,錯,
seq_024,8405,camera_1,77,L2_not_in_candidates,82,,開新,,開新,,,開新,-2.413,,開新,-1.219
seq_024,8410,camera_1,78,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,8425,camera_1,79,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,8475,camera_1,80,L2_not_in_candidates,82,,開新,,開新,,,開新,-2.63,,開新,-1.437
seq_024,8555,camera_1,81,L1_ghost,,,開新,,開新,,109,錯,,109,錯,
seq_024,8690,camera_3,52,L1_ghost,,82,錯,,開新,,,開新,,,開新,
seq_024,8710,camera_1,82,L2_not_in_candidates,108,,開新,,開新,,,開新,1.51,108,對,2.704
seq_024,8820,camera_1,83,L2_not_in_candidates,113,,開新,,開新,,33,錯,0.579,33,錯,1.773
seq_024,8860,camera_1,84,L2_not_in_candidates,72,,開新,,開新,,111,錯,-2.454,111,錯,-1.26
seq_024,8875,camera_1,85,L1_ghost,,,開新,,開新,,111,錯,,111,錯,
seq_024,8875,camera_3,53,L2_not_in_candidates,114,72,錯,72,錯,,3,錯,,3,錯,
seq_024,8965,camera_1,86,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,8980,camera_3,54,L2_not_in_candidates,82,61,錯,61,錯,,17,錯,-2.096,17,錯,-0.902
seq_024,8985,camera_3,55,L2_not_in_candidates,115,61,錯,61,錯,,82,錯,,82,錯,
seq_024,8990,camera_1,87,L1_ghost,,,開新,,開新,,116,錯,,116,錯,
seq_024,9035,camera_2,26,L3_not_top1,72,,開新,105,錯,,,開新,-3.351,105,錯,-2.157
seq_024,9100,camera_2,27,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,9100,camera_3,56,L2_not_in_candidates,106,120,錯,120,錯,,120,錯,,120,錯,
seq_024,9110,camera_2,28,L3_not_top1,61,,開新,120,錯,,120,錯,-2.441,120,錯,-1.247
seq_024,9130,camera_1,88,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,9175,camera_2,29,L2_not_in_candidates,121,120,錯,120,錯,,120,錯,2.501,120,錯,3.694
seq_024,9220,camera_2,30,L1_ghost,,120,錯,,開新,,,開新,,,開新,
seq_024,9255,camera_3,57,L2_not_in_candidates,105,,開新,121,錯,,,開新,,121,錯,
seq_024,9285,camera_1,89,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,9340,camera_1,90,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_024,9395,camera_1,91,L3_not_top1,111,,開新,,開新,,125,錯,-4.375,125,錯,-3.181
seq_024,9415,camera_3,58,L3_not_top1,119,120,錯,120,錯,,120,錯,,120,錯,
seq_024,9440,camera_1,92,L2_not_in_candidates,120,,開新,,開新,,,開新,-2.834,,開新,-1.64
seq_024,9460,camera_3,59,L1_ghost,,120,錯,,開新,,82,錯,,82,錯,
seq_024,9575,camera_2,31,L1_ghost,,123,錯,,開新,,,開新,,,開新,
seq_024,9650,camera_2,32,L1_ghost,,123,錯,,開新,,,開新,,119,錯,
seq_024,9670,camera_3,60,L1_ghost,,123,錯,,開新,,61,錯,,61,錯,
seq_024,9675,camera_2,33,L3_not_top1,120,,開新,123,錯,,,開新,-2.427,123,錯,-1.233
seq_024,9710,camera_5,3,L3_not_top1,123,128,錯,128,錯,,128,錯,-2.441,128,錯,-1.247
seq_024,9730,camera_3,61,L2_not_in_candidates,127,128,錯,128,錯,,128,錯,-2.642,128,錯,-1.448
seq_024,9735,camera_4,0,OK,128,128,對,128,對,5.0,128,對,3.806,128,對,5.0
seq_024,9745,camera_2,34,L3_not_top1,120,128,錯,128,錯,,128,錯,0.578,128,錯,1.772
seq_024,9750,camera_5,4,L1_ghost,,128,錯,,開新,,,開新,,,開新,
seq_024,9760,camera_5,5,L1_ghost,,128,錯,,開新,,,開新,,,開新,
seq_024,9765,camera_5,6,L1_ghost,,128,錯,,開新,,,開新,,,開新,
seq_024,9790,camera_1,93,L1_ghost,,,開新,,開新,,,開新,,115,錯,
seq_024,9790,camera_5,7,L1_ghost,,128,錯,,開新,,128,錯,,128,錯,
seq_024,9815,camera_1,94,L2_not_in_candidates,128,,開新,,開新,,129,錯,-2.53,129,錯,-1.336
seq_024,9820,camera_2,35,L1_ghost,,128,錯,,開新,,,開新,,,開新,
seq_024,9915,camera_2,36,L3_not_top1,61,128,錯,128,錯,,128,錯,-6.189,128,錯,-4.996
seq_024,9915,camera_2,37,L2_not_in_candidates,130,128,錯,128,錯,,128,錯,,128,錯,
seq_024,9940,camera_1,95,L2_not_in_candidates,128,,開新,,開新,,106,錯,-2.418,106,錯,-1.224
seq_024,9990,camera_3,62,OK,128,128,對,128,對,4.307,128,對,3.113,128,對,4.307
seq_024,9995,camera_2,38,OK,128,128,對,128,對,4.307,128,對,3.113,128,對,4.307
seq_024,10005,camera_1,96,L2_not_in_candidates,131,,開新,,開新,,,開新,,106,錯,
seq_024,10025,camera_1,97,L2_not_in_candidates,126,,開新,,開新,,,開新,,,開新,
seq_024,10050,camera_3,63,OK,128,128,對,128,對,5.0,128,對,3.806,128,對,5.0
seq_024,10055,camera_3,64,L2_not_in_candidates,132,128,錯,128,錯,,128,錯,,128,錯,
seq_024,10080,camera_4,1,OK,128,128,對,128,對,3.208,128,對,2.014,128,對,3.208
seq_024,10120,camera_3,65,OK,128,128,對,128,對,5.0,128,對,3.806,128,對,5.0
seq_024,10125,camera_1,98,L2_not_in_candidates,128,,開新,,開新,,132,錯,-2.416,132,錯,-1.222
seq_024,10145,camera_2,39,OK,128,128,對,128,對,5.0,128,對,3.806,128,對,5.0
seq_024,10155,camera_3,66,OK,128,128,對,128,對,5.0,128,對,3.806,128,對,5.0
seq_024,10170,camera_1,99,L1_ghost,,,開新,,開新,,,開新,,132,錯,
seq_024,10175,camera_5,8,L2_not_in_candidates,134,128,錯,128,錯,,128,錯,,128,錯,
seq_024,10195,camera_2,40,L1_ghost,,128,錯,,開新,,,開新,,,開新,
seq_024,10215,camera_1,100,L2_not_in_candidates,133,,開新,,開新,,,開新,0.251,134,錯,1.444
seq_024,10215,camera_5,9,OK,128,128,對,128,對,5.0,128,對,3.806,128,對,5.0
seq_024,10225,camera_3,67,L2_not_in_candidates,136,128,錯,128,錯,,128,錯,,128,錯,
seq_024,10240,camera_3,68,L1_ghost,,128,錯,,開新,,,開新,,,開新,
seq_024,10260,camera_4,2,OK,128,128,對,128,對,4.307,128,對,3.113,128,對,4.307
seq_024,10260,camera_6,6,OK,128,128,對,128,對,4.307,128,對,3.113,128,對,4.307
seq_024,10265,camera_2,41,OK,128,128,對,128,對,4.307,128,對,3.113,128,對,4.307
seq_024,10300,camera_6,7,L1_ghost,,128,錯,,開新,,,開新,,,開新,
seq_024,10310,camera_5,10,L1_ghost,,128,錯,,開新,,,開新,,,開新,
seq_024,10320,camera_7,4,L2_not_in_candidates,128,,開新,,開新,,,開新,1.424,128,對,2.618
seq_024,10330,camera_4,3,OK,128,128,對,128,對,3.901,128,對,2.708,128,對,3.901
seq_024,10405,camera_2,42,OK,128,128,對,128,對,4.307,128,對,3.113,128,對,4.307
seq_024,10440,camera_2,43,L1_ghost,,128,錯,,開新,,,開新,,,開新,
seq_024,10480,camera_2,44,OK,128,128,對,128,對,5.0,128,對,3.806,128,對,5.0
seq_024,10505,camera_3,69,OK,128,128,對,128,對,5.0,128,對,3.806,128,對,5.0
seq_024,10555,camera_6,8,L2_not_in_candidates,137,128,錯,128,錯,,128,錯,,128,錯,
seq_024,10560,camera_6,9,L1_ghost,,128,錯,,開新,,,開新,,,開新,
seq_024,10605,camera_4,4,OK,128,128,對,128,對,5.0,128,對,3.806,128,對,5.0
seq_024,10635,camera_1,101,L2_not_in_candidates,128,,開新,,開新,,,開新,-2.542,,開新,-1.348
seq_024,10640,camera_2,45,OK,128,128,對,128,對,5.0,128,對,3.806,128,對,5.0
