seq,fid,cam,tid,layer,gt_id,want,chef,matched,actual_top,n_pending,want_pending,want_score,want_dt,new_choice
seq_024,0,camera_3,1,L0_first,5,,3,True,3.1131,0,False,,,
seq_024,0,camera_3,2,OK,2,3,3,True,3.1131,0,False,,,
seq_024,0,camera_7,0,L0_first,11,,4,False,,0,False,,,
seq_024,0,camera_7,1,L0_first,14,,5,False,,0,False,,,
seq_024,0,camera_7,2,L0_first,10,,6,False,,0,False,,,
seq_024,15,camera_3,3,L0_first,7,,3,True,3.1131,0,False,,,
seq_024,25,camera_2,2,OK,2,3,3,True,2.42,0,False,,,
seq_024,45,camera_3,4,OK,7,3,3,True,2.7076,0,False,,,
seq_024,80,camera_3,5,L1_ghost,,,3,True,,2,False,,,3
seq_024,85,camera_3,6,L0_first,9,,3,True,2.7076,2,False,,,
seq_024,120,camera_3,7,L1_ghost,,,3,True,,0,False,,,
seq_024,125,camera_1,1,L1_ghost,,,7,False,,1,False,,,
seq_024,155,camera_1,2,L2_not_in_candidates,2,3,8,False,,1,False,,,
seq_024,165,camera_1,3,L2_not_in_candidates,9,3,9,False,,1,False,,,
seq_024,175,camera_1,4,L2_not_in_candidates,6,3,10,False,,2,False,,,9
seq_024,180,camera_2,3,L2_not_in_candidates,6,10,3,True,1.7268,2,False,,,
seq_024,215,camera_3,8,L1_ghost,,,3,True,,2,False,,,
seq_024,285,camera_7,3,L2_not_in_candidates,14,5,11,False,-2.6788,0,False,,,
seq_024,335,camera_2,4,OK,7,3,3,True,1.8603,0,False,,,
seq_024,340,camera_1,5,L1_ghost,,,12,False,,1,False,,,
seq_024,355,camera_3,9,L2_not_in_candidates,2,8,3,True,2.7076,1,False,,,
seq_024,365,camera_1,6,L2_not_in_candidates,6,3,13,False,-1.4313,0,False,,,
seq_024,375,camera_6,0,L2_not_in_candidates,14,11,14,False,-2.6171,0,False,,,
seq_024,385,camera_6,1,L1_ghost,,,15,False,,0,False,,,
seq_024,410,camera_6,2,L2_not_in_candidates,11,4,16,False,-2.8372,1,False,,,15
seq_024,420,camera_6,3,L1_ghost,,,17,False,,1,False,,,15
seq_024,500,camera_2,5,OK,7,3,3,True,1.7268,0,False,,,
seq_024,505,camera_5,0,L3_not_top1,14,14,17,True,2.42,0,False,,,
seq_024,535,camera_5,1,L3_not_top1,11,16,17,True,2.42,0,False,,,
seq_024,555,camera_1,7,L2_not_in_candidates,14,17,18,False,-2.5418,3,False,,,
seq_024,560,camera_2,6,L2_not_in_candidates,14,18,17,True,3.1131,0,False,,,
seq_024,580,camera_2,7,L3_not_top1,2,3,17,True,3.1131,0,False,,,
seq_024,595,camera_3,10,L1_ghost,,,17,True,,2,False,,,3
seq_024,620,camera_1,8,L2_not_in_candidates,11,17,19,False,-1.6647,1,False,,,
seq_024,625,camera_3,11,L2_not_in_candidates,11,19,17,True,3.1131,1,False,,,
seq_024,630,camera_6,4,L2_not_in_candidates,10,6,17,True,3.1131,0,False,,,
seq_024,635,camera_6,5,L1_ghost,,,17,True,,0,False,,,
seq_024,645,camera_3,12,OK,14,17,17,True,3.1131,2,True,3.283,0.333,17
seq_024,680,camera_3,13,OK,2,17,17,True,3.1131,1,False,,,
seq_024,695,camera_1,9,L2_not_in_candidates,2,17,20,False,-1.6497,1,False,,,
seq_024,725,camera_5,2,OK,10,17,17,True,3.1131,1,True,-0.72,4.667,
seq_024,770,camera_1,10,L2_not_in_candidates,11,17,21,False,-2.7641,2,False,,,19
seq_024,770,camera_2,8,OK,10,17,17,True,3.8063,1,False,,,
seq_024,815,camera_2,9,L1_ghost,,,17,True,,1,False,,,
seq_024,820,camera_3,14,OK,10,17,17,True,3.8063,1,True,3.289,0.167,
seq_024,845,camera_3,15,L3_not_top1,5,3,17,True,3.8063,4,True,3.872,0.167,3
seq_024,855,camera_1,11,L1_ghost,,,22,False,,1,False,,,
seq_024,860,camera_2,10,L1_ghost,,,17,True,,1,False,,,
seq_024,895,camera_2,11,L2_not_in_candidates,11,21,17,True,3.8063,4,False,,,
seq_024,930,camera_1,12,L1_ghost,,,23,False,,1,False,,,12
seq_024,930,camera_3,16,L4_below_threshold,10,17,24,False,1.609,5,True,-1.475,3.833,3
seq_024,965,camera_1,13,L1_ghost,,,25,False,,2,False,,,12
seq_024,1100,camera_3,17,L1_ghost,,,17,True,,3,False,,,
seq_024,1145,camera_2,12,L3_not_top1,7,3,26,False,1.4084,0,False,,,
seq_024,1185,camera_1,14,L4_below_threshold,6,13,27,False,-2.2341,0,False,,,
seq_024,1215,camera_1,15,L2_not_in_candidates,11,17,28,False,-3.2535,0,False,,,
seq_024,1245,camera_3,18,L2_not_in_candidates,11,28,26,True,2.0145,1,False,,,
seq_024,1250,camera_1,16,L1_ghost,,,29,False,,1,False,,,21
seq_024,1470,camera_1,17,L1_ghost,,,30,False,,0,False,,,
seq_024,1535,camera_3,19,L1_ghost,,,26,True,,0,False,,,
seq_024,1540,camera_3,20,OK,11,26,26,True,2.0145,0,False,,,
seq_024,1575,camera_1,18,L2_not_in_candidates,2,20,31,False,-4.0848,3,False,,,22
seq_024,1635,camera_3,21,OK,7,26,26,True,2.0145,1,True,2.604,0.667,26
seq_024,1690,camera_1,19,L2_not_in_candidates,11,26,32,False,-1.4451,4,False,,,
seq_024,1690,camera_3,22,L2_not_in_candidates,6,27,17,True,2.1968,1,False,,,
seq_024,1705,camera_1,20,L2_not_in_candidates,14,17,33,False,-1.549,4,False,,,23
seq_024,1785,camera_3,23,L1_ghost,,,17,True,,1,False,,,
seq_024,2110,camera_1,21,L1_ghost,,,34,False,,1,False,,,
seq_024,2120,camera_1,22,L2_not_in_candidates,6,17,35,False,-4.856,1,False,,,
seq_024,2135,camera_3,24,L2_not_in_candidates,6,35,17,True,2.1968,2,False,,,17
seq_024,2165,camera_3,25,L1_ghost,,,17,True,,1,False,,,17
seq_024,2215,camera_2,13,L2_not_in_candidates,11,32,36,False,1.1672,0,False,,,
seq_024,2250,camera_1,23,L1_ghost,,,37,False,,3,False,,,
seq_024,2285,camera_1,24,L1_ghost,,,38,False,,1,False,,,
seq_024,2290,camera_3,26,L1_ghost,,,36,True,,3,False,,,17
seq_024,2300,camera_1,25,L1_ghost,,,39,False,,1,False,,,
seq_024,2475,camera_3,27,OK,6,17,17,True,2.1968,2,True,1.568,1.5,
seq_024,2865,camera_1,26,L1_ghost,,,40,False,,0,False,,,
seq_024,2895,camera_2,14,L1_ghost,,,41,False,,0,False,,,
seq_024,3035,camera_2,15,L3_not_top1,7,26,42,False,1.2413,0,False,,,
seq_024,3070,camera_1,27,L1_ghost,,,43,False,,3,False,,,38
seq_024,3110,camera_3,28,L1_ghost,,,42,True,,0,False,,,
seq_024,3225,camera_3,29,L2_not_in_candidates,11,36,42,True,2.0145,0,False,,,
seq_024,3340,camera_2,16,L1_ghost,,,44,False,,1,False,,,
seq_024,3430,camera_1,28,L2_not_in_candidates,11,42,45,False,-2.4419,1,False,,,
seq_024,3440,camera_3,30,L1_ghost,,,44,True,,2,False,,,
seq_024,3620,camera_1,29,L2_not_in_candidates,2,31,46,False,-1.0006,2,False,,,27
seq_024,3640,camera_3,31,L2_not_in_candidates,2,46,44,True,2.0145,2,False,,,
seq_024,4100,camera_1,30,L1_ghost,,,47,False,,0,False,,,
seq_024,4120,camera_1,31,L1_ghost,,,48,False,,0,False,,,
seq_024,4220,camera_3,32,L1_ghost,,,44,True,,1,False,,,
seq_024,4460,camera_2,17,L1_ghost,,,49,False,,1,False,,,
seq_024,4495,camera_3,33,L1_ghost,,,49,True,,1,False,,,
seq_024,4500,camera_3,34,L1_ghost,,,49,True,,1,False,,,
seq_024,4540,camera_1,32,L1_ghost,,,50,False,,1,False,,,45
seq_024,4545,camera_3,35,L2_not_in_candidates,11,45,49,True,2.0145,3,False,,,
seq_024,4570,camera_1,33,L1_ghost,,,51,False,,3,False,,,46
seq_024,4580,camera_3,36,L1_ghost,,,49,True,,4,False,,,
seq_024,4700,camera_3,37,L3_not_top1,6,17,49,True,2.0145,1,False,,,
seq_024,4760,camera_1,34,L1_ghost,,,52,False,,0,False,,,
seq_024,5025,camera_1,35,L2_not_in_candidates,9,9,53,False,-4.2087,0,False,,,
seq_024,5140,camera_1,36,L2_not_in_candidates,11,49,54,False,-4.7647,1,False,,,51
seq_024,5145,camera_2,18,L1_ghost,,,55,False,,0,False,,,
seq_024,5220,camera_2,19,L1_ghost,,,56,False,,0,False,,,
seq_024,5235,camera_1,37,L1_ghost,,,57,False,,1,False,,,
seq_024,5255,camera_1,38,L1_ghost,,,58,False,,1,False,,,
seq_024,5365,camera_1,39,L1_ghost,,,59,False,,1,False,,,
seq_024,5520,camera_1,40,L1_ghost,,,60,False,,1,False,,,58
seq_024,5655,camera_2,20,L1_ghost,,,61,False,,0,False,,,
seq_024,5810,camera_1,41,L1_ghost,,,62,False,,1,False,,,
seq_024,5840,camera_1,42,L1_ghost,,,63,False,,1,False,,,
seq_024,5940,camera_3,38,L1_ghost,,,61,True,,0,False,,,
seq_024,5955,camera_1,43,L1_ghost,,,64,False,,2,False,,,
seq_024,6090,camera_3,39,L1_ghost,,,61,True,,1,False,,,
seq_024,6150,camera_1,44,L2_not_in_candidates,11,54,65,False,-2.4865,1,True,3.731,0.5,54
seq_024,6185,camera_1,45,L1_ghost,,,66,False,,2,False,,,
seq_024,6205,camera_1,46,L2_not_in_candidates,11,65,67,False,-3.4232,2,True,3.052,0.833,65
seq_024,6360,camera_1,47,L2_not_in_candidates,2,44,68,False,-1.2274,2,False,,,54
seq_024,6440,camera_1,48,L1_ghost,,,69,False,,2,False,,,
seq_024,6500,camera_3,40,L1_ghost,,,61,True,,0,False,,,
seq_024,6665,camera_1,49,L1_ghost,,,70,False,,1,False,,,69
seq_024,6785,camera_1,50,L1_ghost,,,71,False,,4,False,,,
seq_024,6820,camera_3,41,L1_ghost,,,61,True,,0,False,,,
seq_024,6835,camera_2,21,L2_not_in_candidates,7,42,72,False,1.4084,0,False,,,
seq_024,6845,camera_1,51,L1_ghost,,,73,False,,2,False,,,
seq_024,6910,camera_3,42,L1_ghost,,,72,True,,2,False,,,61
seq_024,6960,camera_1,52,L1_ghost,,,74,False,,0,False,,,
seq_024,7020,camera_1,53,L2_not_in_candidates,2,68,75,False,-2.7132,0,False,,,
seq_024,7025,camera_2,22,L1_ghost,,,76,False,,0,False,,,
seq_024,7120,camera_1,54,L1_ghost,,,77,False,,2,False,,,
seq_024,7140,camera_1,55,L1_ghost,,,78,False,,2,False,,,
seq_024,7165,camera_1,56,L2_not_in_candidates,2,75,79,False,-5.1853,5,True,4.192,0.333,75
seq_024,7230,camera_3,43,L1_ghost,,,76,True,,2,False,,,
seq_024,7280,camera_1,57,L1_ghost,,,80,False,,3,False,,,73
seq_024,7290,camera_1,58,L1_ghost,,,81,False,,5,False,,,79
seq_024,7315,camera_2,23,L1_ghost,,,82,False,,1,False,,,
seq_024,7350,camera_1,59,L1_ghost,,,83,False,,5,False,,,80
seq_024,7385,camera_1,60,L1_ghost,,,84,False,,5,False,,,80
seq_024,7395,camera_1,61,L2_not_in_candidates,9,53,85,False,-2.4041,6,False,,,79
seq_024,7395,camera_3,44,L1_ghost,,,86,False,,0,False,,,
seq_024,7460,camera_1,62,L1_ghost,,,87,False,,3,False,,,83
seq_024,7560,camera_1,63,L1_ghost,,,88,False,,6,False,,,
seq_024,7560,camera_1,64,L1_ghost,,,89,False,,6,False,,,81
seq_024,7585,camera_1,65,L2_not_in_candidates,6,49,90,False,-2.4126,7,False,,,
seq_024,7615,camera_3,45,L2_not_in_candidates,2,79,91,False,1.609,1,False,,,
seq_024,7645,camera_1,66,L3_not_top1,9,85,92,False,-1.065,5,False,,,
seq_024,7670,camera_1,67,L1_ghost,,,93,False,,3,False,,,
seq_024,7670,camera_2,24,L1_ghost,,,94,False,,2,False,,,42
seq_024,7670,camera_3,46,L1_ghost,,,95,False,,1,False,,,
seq_024,7695,camera_1,68,L1_ghost,,,96,False,,3,False,,,50
seq_024,7705,camera_1,69,L1_ghost,,,97,False,,3,False,,,50
seq_024,7720,camera_1,70,L1_ghost,,,98,False,,4,False,,,96
seq_024,7865,camera_2,25,L1_ghost,,,99,False,,0,False,,,
seq_024,7865,camera_3,47,L1_ghost,,,100,False,,1,False,,,
seq_024,7885,camera_1,71,L2_not_in_candidates,2,91,101,False,-1.8477,2,False,,,
seq_024,7915,camera_1,72,L1_ghost,,,102,False,,2,False,,,
seq_024,7925,camera_1,73,L2_not_in_candidates,2,101,103,False,-2.6072,2,False,,,
seq_024,7955,camera_1,74,L1_ghost,,,104,False,,1,False,,,96
seq_024,7995,camera_3,48,L3_not_top1,5,17,105,False,1.609,1,False,,,
seq_024,8030,camera_1,75,L2_not_in_candidates,14,33,106,False,-2.1291,3,False,,,102
seq_024,8030,camera_1,76,L1_ghost,,,107,False,,3,False,,,102
seq_024,8065,camera_3,49,L2_not_in_candidates,6,90,82,True,1.7268,2,False,,,
seq_024,8365,camera_3,50,L3_not_top1,11,67,82,True,1.7268,2,False,,,
seq_024,8395,camera_3,51,L2_not_in_candidates,2,103,82,True,1.7268,2,False,,,
seq_024,8405,camera_1,77,L2_not_in_candidates,11,82,108,False,-2.9339,0,False,,,
seq_024,8410,camera_1,78,L1_ghost,,,109,False,,0,False,,,
seq_024,8425,camera_1,79,L1_ghost,,,110,False,,0,False,,,
seq_024,8475,camera_1,80,L2_not_in_candidates,2,82,111,False,-4.1101,0,False,,,
seq_024,8555,camera_1,81,L1_ghost,,,112,False,,2,False,,,109
seq_024,8690,camera_3,52,L1_ghost,,,82,True,,3,False,,,
seq_024,8710,camera_1,82,L2_not_in_candidates,11,108,113,False,-2.0561,10,True,1.51,1.833,
seq_024,8820,camera_1,83,L2_not_in_candidates,11,113,114,False,-1.0829,4,True,0.579,2.5,33
seq_024,8860,camera_1,84,L2_not_in_candidates,7,72,115,False,-1.5674,5,False,,,111
seq_024,8875,camera_1,85,L1_ghost,,,116,False,,5,False,,,111
seq_024,8875,camera_3,53,L2_not_in_candidates,11,114,72,True,1.8603,2,False,,,3
seq_024,8965,camera_1,86,L1_ghost,,,117,False,,4,False,,,
seq_024,8980,camera_3,54,L2_not_in_candidates,6,82,61,True,2.1968,3,True,-2.096,0.5,17
seq_024,8985,camera_3,55,L2_not_in_candidates,7,115,61,True,2.1968,3,False,,,82
seq_024,8990,camera_1,87,L1_ghost,,,118,False,,4,False,,,116
seq_024,9035,camera_2,26,L3_not_top1,11,72,119,False,1.609,0,False,,,
seq_024,9100,camera_2,27,L1_ghost,,,120,False,,0,False,,,
seq_024,9100,camera_3,56,L2_not_in_candidates,14,106,120,True,2.0145,3,False,,,
seq_024,9110,camera_2,28,L3_not_top1,7,61,121,False,1.5037,1,False,,,120
seq_024,9130,camera_1,88,L1_ghost,,,122,False,,3,False,,,
seq_024,9175,camera_2,29,L2_not_in_candidates,7,121,120,True,1.8603,2,True,2.501,1.167,120
seq_024,9220,camera_2,30,L1_ghost,,,120,True,,3,False,,,
seq_024,9255,camera_3,57,L2_not_in_candidates,5,105,123,False,1.609,1,False,,,
seq_024,9285,camera_1,89,L1_ghost,,,124,False,,2,False,,,
seq_024,9340,camera_1,90,L1_ghost,,,125,False,,0,False,,,
seq_024,9395,camera_1,91,L3_not_top1,2,111,126,False,-2.0688,1,False,,,125
seq_024,9415,camera_3,58,L3_not_top1,11,119,120,True,2.42,3,False,,,
seq_024,9440,camera_1,92,L2_not_in_candidates,14,120,127,False,-2.5418,1,False,,,
seq_024,9460,camera_3,59,L1_ghost,,,120,True,,1,False,,,82
seq_024,9575,camera_2,31,L1_ghost,,,123,True,,1,False,,,
seq_024,9650,camera_2,32,L1_ghost,,,123,True,,2,False,,,
seq_024,9670,camera_3,60,L1_ghost,,,123,True,,4,False,,,61
seq_024,9675,camera_2,33,L3_not_top1,7,120,128,False,1.609,1,False,,,
seq_024,9710,camera_5,3,L3_not_top1,5,123,128,True,2.0145,0,False,,,
seq_024,9730,camera_3,61,L2_not_in_candidates,14,127,128,True,3.8063,4,False,,,
seq_024,9735,camera_4,0,OK,5,128,128,True,3.8063,0,False,,,
seq_024,9745,camera_2,34,L3_not_top1,11,120,128,True,3.8063,3,True,0.578,0.667,
seq_024,9750,camera_5,4,L1_ghost,,,128,True,,0,False,,,
seq_024,9760,camera_5,5,L1_ghost,,,128,True,,0,False,,,
seq_024,9765,camera_5,6,L1_ghost,,,128,True,,0,False,,,
seq_024,9790,camera_1,93,L1_ghost,,,129,False,,3,False,,,
seq_024,9790,camera_5,7,L1_ghost,,,128,True,,2,False,,,128
seq_024,9815,camera_1,94,L2_not_in_candidates,14,128,130,False,-2.9692,4,False,,,129
seq_024,9820,camera_2,35,L1_ghost,,,128,True,,3,False,,,
seq_024,9915,camera_2,36,L3_not_top1,6,61,128,True,2.1968,1,False,,,
seq_024,9915,camera_2,37,L2_not_in_candidates,14,130,128,True,2.1968,1,False,,,
seq_024,9940,camera_1,95,L2_not_in_candidates,6,128,131,False,-1.9774,3,False,,,106
seq_024,9990,camera_3,62,OK,11,128,128,True,3.1131,0,False,,,
seq_024,9995,camera_2,38,OK,7,128,128,True,3.1131,1,True,-1.861,5.0,
seq_024,10005,camera_1,96,L2_not_in_candidates,6,131,132,False,-1.6074,1,False,,,
seq_024,10025,camera_1,97,L2_not_in_candidates,2,126,133,False,-1.9099,1,False,,,
seq_024,10050,camera_3,63,OK,7,128,128,True,3.8063,2,True,-2.424,1.167,
seq_024,10055,camera_3,64,L2_not_in_candidates,6,132,128,True,3.8063,2,False,,,
seq_024,10080,camera_4,1,OK,6,128,128,True,2.0145,0,False,,,
seq_024,10120,camera_3,65,OK,6,128,128,True,3.8063,4,True,1.199,2.0,
seq_024,10125,camera_1,98,L2_not_in_candidates,7,128,134,False,-1.4792,2,False,,,132
seq_024,10145,camera_2,39,OK,6,128,128,True,3.8063,3,True,3.207,0.5,
seq_024,10155,camera_3,66,OK,11,128,128,True,3.8063,6,True,-0.566,4.667,
seq_024,10170,camera_1,99,L1_ghost,,,135,False,,2,False,,,
seq_024,10175,camera_5,8,L2_not_in_candidates,7,134,128,True,3.8063,0,False,,,
seq_024,10195,camera_2,40,L1_ghost,,,128,True,,4,False,,,
seq_024,10215,camera_1,100,L2_not_in_candidates,2,133,136,False,-1.2432,3,True,0.251,0.167,
seq_024,10215,camera_5,9,OK,6,128,128,True,3.8063,1,True,1.671,0.167,
seq_024,10225,camera_3,67,L2_not_in_candidates,2,136,128,True,3.8063,6,False,,,
seq_024,10240,camera_3,68,L1_ghost,,,128,True,,4,False,,,
seq_024,10260,camera_4,2,OK,6,128,128,True,3.1131,1,True,-0.468,4.333,
seq_024,10260,camera_6,6,OK,7,128,128,True,3.1131,0,False,,,
seq_024,10265,camera_2,41,OK,14,128,128,True,3.1131,4,True,0.778,0.667,
seq_024,10300,camera_6,7,L1_ghost,,,128,True,,0,False,,,
seq_024,10310,camera_5,10,L1_ghost,,,128,True,,1,False,,,
seq_024,10320,camera_7,4,L2_not_in_candidates,7,128,137,False,-2.6305,0,False,,,
seq_024,10330,camera_4,3,OK,14,128,128,True,2.7076,1,True,1.382,1.833,
seq_024,10405,camera_2,42,OK,2,128,128,True,3.1131,3,True,0.252,3.0,
seq_024,10440,camera_2,43,L1_ghost,,,128,True,,2,False,,,
seq_024,10480,camera_2,44,OK,11,128,128,True,3.8063,0,False,,,
seq_024,10505,camera_3,69,OK,14,128,128,True,3.8063,1,True,1.534,1.833,
seq_024,10555,camera_6,8,L2_not_in_candidates,7,137,128,True,3.8063,0,False,,,
seq_024,10560,camera_6,9,L1_ghost,,,128,True,,0,False,,,
seq_024,10605,camera_4,4,OK,14,128,128,True,3.8063,0,False,,,
seq_024,10635,camera_1,101,L2_not_in_candidates,7,128,138,False,-3.7625,1,False,,,
seq_024,10640,camera_2,45,OK,14,128,128,True,3.8063,0,False,,,
seq_024,10655,camera_1,102,L2_not_in_candidates,14,128,139,False,-4.0673,1,False,,,
seq_024,10660,camera_5,11,L2_not_in_candidates,7,138,128,True,3.8063,0,False,,,
seq_024,10690,camera_5,12,OK,2,128,128,True,3.8063,0,False,,,
seq_024,10700,camera_5,13,L1_ghost,,,128,True,,0,False,,,
seq_024,10720,camera_1,103,L2_not_in_candidates,14,139,140,False,-1.1564,1,True,1.958,1.5,139
seq_024,10730,camera_4,5,OK,2,128,128,True,2.7076,1,True,-0.118,3.667,
seq_024,10760,camera_5,14,L1_ghost,,,128,True,,2,False,,,128
seq_024,10765,camera_3,70,L2_not_in_candidates,14,140,128,True,3.1131,1,False,,,
seq_024,10835,camera_1,104,L1_ghost,,,141,False,,0,False,,,
seq_024,10860,camera_2,46,L1_ghost,,,128,True,,2,False,,,
seq_024,10880,camera_2,47,OK,11,128,128,True,3.8063,1,True,-0.834,2.167,
seq_024,10880,camera_5,15,L1_ghost,,,128,True,,2,False,,,
seq_024,10905,camera_3,71,L1_ghost,,,128,True,,1,False,,,
seq_024,10955,camera_2,48,OK,14,128,128,True,2.7076,1,True,-0.568,4.667,
seq_024,10955,camera_2,49,L1_ghost,,,128,True,,1,False,,,
seq_024,10995,camera_1,105,L2_not_in_candidates,7,128,142,False,-4.0815,2,False,,,
seq_024,10995,camera_5,16,OK,6,128,128,True,2.7076,2,True,2.469,1.167,
seq_024,11020,camera_4,6,OK,14,128,128,True,2.7076,0,False,,,
seq_024,11045,camera_3,72,L2_not_in_candidates,7,142,128,True,3.8063,1,False,,,
seq_024,11065,camera_5,17,OK,2,128,128,True,3.8063,1,True,-0.072,3.5,
seq_024,11080,camera_1,106,L2_not_in_candidates,10,24,143,False,-1.5702,2,False,,,
seq_024,11095,camera_2,50,OK,7,128,128,True,3.8063,1,True,0.151,3.167,
seq_024,11100,camera_5,18,L1_ghost,,,128,True,,1,False,,,
seq_024,11130,camera_5,19,OK,2,128,128,True,3.8063,1,True,2.963,0.333,
seq_024,11145,camera_5,20,L1_ghost,,,128,True,,1,False,,,128
seq_024,11175,camera_5,21,L1_ghost,,,128,True,,1,False,,,
seq_024,11200,camera_4,7,OK,6,128,128,True,2.7076,0,False,,,
seq_024,11225,camera_3,73,L1_ghost,,,128,True,,1,False,,,
seq_024,11230,camera_2,51,OK,6,128,128,True,3.8063,1,True,0.559,2.333,
seq_024,11245,camera_3,74,OK,14,128,128,True,3.8063,3,True,2.114,0.167,
seq_024,11265,camera_5,22,L2_not_in_candidates,10,143,128,True,3.8063,2,False,,,
seq_024,11270,camera_5,23,L1_ghost,,,128,True,,2,False,,,128
seq_024,11275,camera_5,24,L1_ghost,,,128,True,,2,False,,,
seq_024,11280,camera_5,25,L1_ghost,,,128,True,,3,False,,,
seq_024,11320,camera_2,52,OK,11,128,128,True,3.8063,3,True,2.302,1.167,
seq_024,11320,camera_4,8,OK,14,128,128,True,2.42,1,True,-0.377,3.5,
seq_024,11330,camera_6,10,L4_below_threshold,6,128,144,False,1.5037,0,False,,,
seq_024,11350,camera_4,9,OK,7,128,128,True,2.42,1,True,-0.485,4.5,
seq_024,11365,camera_4,10,OK,2,128,128,True,2.42,1,True,-0.768,5.0,
seq_024,11375,camera_6,11,L4_below_threshold,10,128,145,False,1.609,0,False,,,
seq_024,11385,camera_6,12,L1_ghost,,,128,True,,0,False,,,
seq_024,11390,camera_2,53,OK,2,128,128,True,2.7076,4,True,-0.478,3.5,
seq_024,11390,camera_5,26,L3_not_top1,14,128,145,True,2.7076,6,True,1.83,1.5,
seq_024,11400,camera_1,107,L2_not_in_candidates,2,128,146,False,-2.5807,1,False,,,
seq_024,11400,camera_7,5,L2_not_in_candidates,6,144,147,False,-2.6072,0,False,,,
seq_024,11420,camera_5,27,OK,7,128,128,True,3.1131,6,True,0.646,2.5,
seq_024,11440,camera_6,13,L1_ghost,,,148,False,,2,False,,,144
seq_024,11450,camera_2,54,OK,7,128,128,True,3.1131,1,True,1.748,1.667,
seq_024,11455,camera_1,108,L2_not_in_candidates,7,128,149,False,-1.237,1,False,,,
seq_024,11460,camera_7,6,L2_not_in_candidates,10,145,150,False,-2.6543,0,False,,,
seq_024,11465,camera_5,28,L2_not_in_candidates,7,149,128,True,3.8063,7,False,,,128
seq_024,11490,camera_5,29,L1_ghost,,,128,True,,7,False,,,128
seq_024,11490,camera_6,14,L2_not_in_candidates,2,146,151,False,1.609,4,False,,,
seq_024,11505,camera_3,75,OK,7,128,128,True,2.7076,1,True,-0.663,4.833,
seq_024,11530,camera_5,30,L1_ghost,,,128,True,,5,False,,,
seq_024,11545,camera_4,11,OK,7,128,128,True,3.8063,2,True,-0.212,3.833,
seq_024,11545,camera_6,15,L1_ghost,,,145,True,,4,False,,,
seq_024,11555,camera_7,7,L2_not_in_candidates,2,151,152,False,-2.5218,0,False,,,
seq_024,11575,camera_7,8,L2_not_in_candidates,10,150,153,False,-2.6072,1,True,3.748,0.167,150
seq_024,11605,camera_4,12,L3_not_top1,14,145,128,True,3.8063,0,False,,,
seq_024,11630,camera_1,109,L2_not_in_candidates,14,128,154,False,-1.9843,1,False,,,
seq_024,11630,camera_2,55,L2_not_in_candidates,14,154,128,True,3.8063,1,False,,,
seq_024,11675,camera_6,16,L2_not_in_candidates,10,153,145,True,2.42,2,False,,,
seq_024,11680,camera_6,17,L1_ghost,,,145,True,,2,False,,,
seq_024,11715,camera_6,18,L3_not_top1,14,128,145,True,2.42,2,False,,,
seq_024,11735,camera_5,31,L1_ghost,,,128,True,,2,False,,,
seq_024,11765,camera_2,56,OK,11,128,128,True,3.1131,3,True,-0.095,3.667,
seq_024,11790,camera_5,32,OK,10,145,145,True,2.7076,2,True,-0.185,3.833,
seq_024,11790,camera_6,19,L1_ghost,,,145,True,,2,False,,,
seq_024,11800,camera_7,9,L2_not_in_candidates,14,145,155,False,-2.5628,1,False,,,
seq_024,11825,camera_7,10,L2_not_in_candidates,14,155,156,False,-2.6788,2,True,1.652,0.333,155
seq_024,11830,camera_1,110,L2_not_in_candidates,10,145,157,False,-1.4007,0,False,,,
seq_024,11830,camera_2,57,L2_not_in_candidates,10,157,145,True,2.42,0,False,,,
seq_024,11850,camera_4,13,OK,10,145,145,True,2.7076,0,False,,,
seq_024,11870,camera_5,33,L1_ghost,,,145,True,,2,False,,,
seq_024,11890,camera_5,34,L1_ghost,,,145,True,,2,False,,,
seq_024,11900,camera_5,35,L3_not_top1,7,128,145,True,3.8063,2,True,0.536,2.667,
seq_024,11950,camera_5,36,L1_ghost,,,145,True,,2,False,,,
seq_024,11965,camera_7,11,L2_not_in_candidates,6,147,158,False,-3.2907,2,True,2.784,1.0,147
seq_024,11970,camera_4,14,OK,10,145,145,True,2.7076,1,True,0.018,3.5,
seq_024,11975,camera_5,37,L1_ghost,,,145,True,,0,False,,,
seq_024,12000,camera_2,58,OK,10,145,145,True,3.1131,1,False,,,
seq_024,12005,camera_6,20,L2_not_in_candidates,2,152,145,True,2.0145,0,False,,,
seq_024,12010,camera_1,111,L2_not_in_candidates,10,145,159,False,-1.0711,0,False,,,
seq_024,12015,camera_6,21,L1_ghost,,,145,True,,0,False,,,
seq_024,12035,camera_6,22,L2_not_in_candidates,14,156,145,True,2.0145,0,False,,,
seq_024,12055,camera_1,112,L2_not_in_candidates,10,159,160,False,-1.831,1,True,2.499,1.167,159
seq_024,12055,camera_2,59,L2_not_in_candidates,10,160,145,True,3.8063,2,False,,,
seq_024,12070,camera_6,23,L2_not_in_candidates,6,158,145,True,2.0145,0,False,,,
seq_024,12090,camera_4,15,OK,10,145,145,True,2.42,1,True,0.008,3.5,
seq_024,12095,camera_3,76,OK,10,145,145,True,3.1131,0,False,,,
seq_024,12160,camera_2,60,L2_not_in_candidates,11,128,145,True,3.8063,1,False,,,
seq_024,12160,camera_3,77,OK,7,145,145,True,3.8063,0,False,,,
